id_movimento,vlr_transacao_movimento,descricao_transacao_movimento,data_transacao_movimento,id_cartao
50587,375.61,Posto de Gasolina - Abastecimento,2021-05-20,64
50588,123.88,Restaurante - Refeição,2021-05-20,54
50589,63.53,Eletrônicos - Acessórios,2021-05-20,216
50590,399.09,Eletrônicos - Acessórios,2021-05-20,195
50591,163.56,Cinema - Ingresso,2021-05-20,116
50592,157.25,Farmácia - Medicamentos,2021-05-20,1
50593,245.19,Supermercado - Compra de alimentos,2021-05-20,113
50594,265.35,Loja de Roupas - Vestuário,2021-05-20,56
50595,229.87,Farmácia - Medicamentos,2021-05-20,39
50596,59.61,Restaurante - Refeição,2021-05-20,73
50597,488.53,Cinema - Ingresso,2021-05-20,52
50598,292.61,Restaurante - Refeição,2021-05-20,202
50599,347.57,E-commerce - Compra online,2021-05-20,178
50600,89.74,Posto de Gasolina - Abastecimento,2021-05-20,213
50601,310.28,Farmácia - Medicamentos,2021-05-21,82
50602,142.75,Academia - Mensalidade,2021-05-21,108
50603,486.48,Academia - Mensalidade,2021-05-21,230
50604,384.37,E-commerce - Compra online,2021-05-21,138
50605,434.0,Livraria - Compra de livros,2021-05-21,162
50606,225.97,Posto de Gasolina - Abastecimento,2021-05-21,113
50607,35.33,Posto de Gasolina - Abastecimento,2021-05-21,137
50608,27.21,Loja de Roupas - Vestuário,2021-05-21,181
50609,300.98,Posto de Gasolina - Abastecimento,2021-05-21,139
50610,411.13,Loja de Roupas - Vestuário,2021-05-21,147
50611,168.06,Eletrônicos - Acessórios,2021-05-21,202
50612,101.68,Loja de Roupas - Vestuário,2021-05-21,154
50613,107.93,Academia - Mensalidade,2021-05-21,86
50614,286.7,Livraria - Compra de livros,2021-05-21,192
50615,74.5,E-commerce - Compra online,2021-05-21,111
50616,434.62,Livraria - Compra de livros,2021-05-21,166
50617,225.85,E-commerce - Compra online,2021-05-21,199
50618,75.55,Restaurante - Refeição,2021-05-21,75
50619,191.34,Livraria - Compra de livros,2021-05-21,158
50620,335.81,Academia - Mensalidade,2021-05-21,125
50621,139.14,Farmácia - Medicamentos,2021-05-21,86
50622,408.48,Eletrônicos - Acessórios,2021-05-21,129
50623,258.92,Academia - Mensalidade,2021-05-21,167
50624,485.33,Posto de Gasolina - Abastecimento,2021-05-21,233
50625,9.01,Posto de Gasolina - Abastecimento,2021-05-21,63
50626,322.97,Academia - Mensalidade,2021-05-21,111
50627,324.31,Posto de Gasolina - Abastecimento,2021-05-21,168
50628,65.69,Eletrônicos - Acessórios,2021-05-21,148
50629,195.02,Supermercado - Compra de alimentos,2021-05-21,230
50630,353.35,Academia - Mensalidade,2021-05-21,174
50631,371.12,Livraria - Compra de livros,2021-05-21,131
50632,111.66,Loja de Roupas - Vestuário,2021-05-21,80
50633,47.27,E-commerce - Compra online,2021-05-21,16
50634,19.29,E-commerce - Compra online,2021-05-21,36
50635,228.88,E-commerce - Compra online,2021-05-21,72
50636,159.8,Cinema - Ingresso,2021-05-21,14
50637,441.93,Supermercado - Compra de alimentos,2021-05-21,181
50638,296.32,E-commerce - Compra online,2021-05-21,205
50639,302.75,E-commerce - Compra online,2021-05-21,17
50640,143.76,Farmácia - Medicamentos,2021-05-21,103
50641,347.53,Academia - Mensalidade,2021-05-21,190
50642,296.51,Farmácia - Medicamentos,2021-05-21,228
50643,108.72,Cinema - Ingresso,2021-05-21,203
50644,184.67,Livraria - Compra de livros,2021-05-21,194
50645,303.31,Posto de Gasolina - Abastecimento,2021-05-21,36
50646,139.3,Posto de Gasolina - Abastecimento,2021-05-21,101
50647,334.08,Supermercado - Compra de alimentos,2021-05-21,120
50648,392.54,Livraria - Compra de livros,2021-05-21,164
50649,289.42,Restaurante - Refeição,2021-05-21,221
50650,365.69,Livraria - Compra de livros,2021-05-21,37
50651,413.3,Cinema - Ingresso,2021-05-21,18
50652,11.09,Cinema - Ingresso,2021-05-21,98
50653,28.23,Loja de Roupas - Vestuário,2021-05-21,211
50654,202.89,Supermercado - Compra de alimentos,2021-05-21,131
50655,479.89,Livraria - Compra de livros,2021-05-21,199
50656,211.51,Livraria - Compra de livros,2021-05-21,131
50657,18.79,Farmácia - Medicamentos,2021-05-21,205
50658,83.29,Supermercado - Compra de alimentos,2021-05-21,12
50659,480.72,E-commerce - Compra online,2021-05-21,42
50660,84.22,Supermercado - Compra de alimentos,2021-05-21,109
50661,238.56,Cinema - Ingresso,2021-05-21,171
50662,192.03,Supermercado - Compra de alimentos,2021-05-21,79
50663,80.78,Academia - Mensalidade,2021-05-21,33
50664,360.91,Eletrônicos - Acessórios,2021-05-21,156
50665,441.15,Cinema - Ingresso,2021-05-21,157
50666,239.26,E-commerce - Compra online,2021-05-21,219
50667,446.06,Farmácia - Medicamentos,2021-05-21,34
50668,406.92,Cinema - Ingresso,2021-05-21,112
50669,12.51,Cinema - Ingresso,2021-05-21,172
50670,92.73,Academia - Mensalidade,2021-05-21,165
50671,168.72,Loja de Roupas - Vestuário,2021-05-21,154
50672,419.52,Eletrônicos - Acessórios,2021-05-21,39
50673,398.44,Academia - Mensalidade,2021-05-21,121
50674,191.35,Supermercado - Compra de alimentos,2021-05-21,104
50675,315.38,Academia - Mensalidade,2021-05-21,70
50676,260.84,Restaurante - Refeição,2021-05-21,230
50677,488.06,Academia - Mensalidade,2021-05-21,63
50678,91.59,Eletrônicos - Acessórios,2021-05-21,74
50679,135.21,Eletrônicos - Acessórios,2021-05-21,39
50680,81.79,Eletrônicos - Acessórios,2021-05-21,94
50681,410.57,Farmácia - Medicamentos,2021-05-21,72
50682,263.56,Restaurante - Refeição,2021-05-21,19
50683,123.82,Restaurante - Refeição,2021-05-21,196
50684,479.31,Academia - Mensalidade,2021-05-21,176
50685,467.74,Posto de Gasolina - Abastecimento,2021-05-21,95
50686,107.78,Eletrônicos - Acessórios,2021-05-21,224
50687,91.78,Posto de Gasolina - Abastecimento,2021-05-21,91
50688,197.66,Academia - Mensalidade,2021-05-21,47
50689,261.41,Posto de Gasolina - Abastecimento,2021-05-21,98
50690,472.07,Cinema - Ingresso,2021-05-21,177
50691,299.47,E-commerce - Compra online,2021-05-21,65
50692,96.4,Cinema - Ingresso,2021-05-21,50
50693,38.86,Livraria - Compra de livros,2021-05-21,27
50694,363.36,Posto de Gasolina - Abastecimento,2021-05-21,96
50695,215.24,Livraria - Compra de livros,2021-05-21,160
50696,114.47,Eletrônicos - Acessórios,2021-05-21,132
50697,433.37,Supermercado - Compra de alimentos,2021-05-21,36
50698,290.89,Restaurante - Refeição,2021-05-21,54
50699,64.84,Restaurante - Refeição,2021-05-21,79
50700,353.19,Supermercado - Compra de alimentos,2021-05-21,137
50701,92.46,Cinema - Ingresso,2021-05-22,249
50702,113.67,E-commerce - Compra online,2021-05-22,68
50703,378.88,Posto de Gasolina - Abastecimento,2021-05-22,174
50704,417.62,Restaurante - Refeição,2021-05-22,88
50705,293.99,Supermercado - Compra de alimentos,2021-05-22,55
50706,152.31,Academia - Mensalidade,2021-05-22,206
50707,53.06,Academia - Mensalidade,2021-05-22,104
50708,10.58,Academia - Mensalidade,2021-05-22,11
50709,404.41,Eletrônicos - Acessórios,2021-05-22,96
50710,325.35,Restaurante - Refeição,2021-05-22,178
50711,421.05,Cinema - Ingresso,2021-05-22,207
50712,461.4,Supermercado - Compra de alimentos,2021-05-22,184
50713,199.13,E-commerce - Compra online,2021-05-22,169
50714,367.72,Posto de Gasolina - Abastecimento,2021-05-22,168
50715,259.84,Farmácia - Medicamentos,2021-05-22,163
50716,15.44,Livraria - Compra de livros,2021-05-22,73
50717,124.04,Loja de Roupas - Vestuário,2021-05-22,197
50718,201.81,Eletrônicos - Acessórios,2021-05-22,18
50719,32.7,Livraria - Compra de livros,2021-05-22,168
50720,241.94,Farmácia - Medicamentos,2021-05-22,124
50721,45.34,Supermercado - Compra de alimentos,2021-05-22,186
50722,311.89,Eletrônicos - Acessórios,2021-05-22,174
50723,420.93,Eletrônicos - Acessórios,2021-05-22,224
50724,127.42,Livraria - Compra de livros,2021-05-22,145
50725,140.85,Eletrônicos - Acessórios,2021-05-22,225
50726,193.64,Supermercado - Compra de alimentos,2021-05-22,195
50727,45.83,Livraria - Compra de livros,2021-05-22,8
50728,303.95,Posto de Gasolina - Abastecimento,2021-05-22,22
50729,239.21,Academia - Mensalidade,2021-05-22,128
50730,390.42,Eletrônicos - Acessórios,2021-05-22,146
50731,187.38,Livraria - Compra de livros,2021-05-22,214
50732,470.05,Cinema - Ingresso,2021-05-22,96
50733,145.0,Supermercado - Compra de alimentos,2021-05-22,29
50734,21.91,Restaurante - Refeição,2021-05-22,7
50735,78.94,Academia - Mensalidade,2021-05-22,132
50736,213.56,Posto de Gasolina - Abastecimento,2021-05-22,128
50737,365.86,Cinema - Ingresso,2021-05-22,213
50738,133.73,Loja de Roupas - Vestuário,2021-05-22,40
50739,85.89,Restaurante - Refeição,2021-05-22,195
50740,20.79,Posto de Gasolina - Abastecimento,2021-05-22,126
50741,308.85,Restaurante - Refeição,2021-05-22,21
50742,200.22,Restaurante - Refeição,2021-05-22,201
50743,445.38,Cinema - Ingresso,2021-05-22,214
50744,89.59,Restaurante - Refeição,2021-05-22,194
50745,231.5,Posto de Gasolina - Abastecimento,2021-05-22,119
50746,200.75,Loja de Roupas - Vestuário,2021-05-22,30
50747,82.97,Farmácia - Medicamentos,2021-05-22,239
50748,120.38,Farmácia - Medicamentos,2021-05-22,93
50749,414.58,Cinema - Ingresso,2021-05-22,33
50750,400.12,Eletrônicos - Acessórios,2021-05-22,121
50751,317.08,Eletrônicos - Acessórios,2021-05-22,182
50752,52.85,Livraria - Compra de livros,2021-05-22,194
50753,251.91,Livraria - Compra de livros,2021-05-22,88
50754,359.98,Supermercado - Compra de alimentos,2021-05-22,45
50755,487.45,Loja de Roupas - Vestuário,2021-05-22,101
50756,470.48,Eletrônicos - Acessórios,2021-05-22,146
50757,149.34,Loja de Roupas - Vestuário,2021-05-22,152
50758,126.83,Eletrônicos - Acessórios,2021-05-22,138
50759,11.78,Livraria - Compra de livros,2021-05-22,207
50760,81.87,E-commerce - Compra online,2021-05-22,250
50761,295.39,E-commerce - Compra online,2021-05-22,207
50762,474.07,Livraria - Compra de livros,2021-05-22,192
50763,450.37,Academia - Mensalidade,2021-05-22,205
50764,136.14,Academia - Mensalidade,2021-05-22,237
50765,10.53,Cinema - Ingresso,2021-05-22,196
50766,69.75,Cinema - Ingresso,2021-05-22,164
50767,187.16,Restaurante - Refeição,2021-05-22,141
50768,457.56,Academia - Mensalidade,2021-05-22,43
50769,241.56,Eletrônicos - Acessórios,2021-05-22,83
50770,234.32,Farmácia - Medicamentos,2021-05-22,55
50771,295.23,Posto de Gasolina - Abastecimento,2021-05-22,14
50772,490.8,Cinema - Ingresso,2021-05-22,14
50773,84.14,Academia - Mensalidade,2021-05-22,224
50774,269.01,Restaurante - Refeição,2021-05-22,174
50775,421.99,Restaurante - Refeição,2021-05-22,5
50776,192.66,Livraria - Compra de livros,2021-05-22,208
50777,317.43,Livraria - Compra de livros,2021-05-22,107
50778,16.6,Supermercado - Compra de alimentos,2021-05-22,169
50779,94.56,Farmácia - Medicamentos,2021-05-22,39
50780,223.56,Supermercado - Compra de alimentos,2021-05-22,89
50781,238.48,Restaurante - Refeição,2021-05-22,91
50782,358.56,E-commerce - Compra online,2021-05-22,86
50783,157.0,Cinema - Ingresso,2021-05-22,15
50784,479.0,Livraria - Compra de livros,2021-05-22,211
50785,73.27,Supermercado - Compra de alimentos,2021-05-22,241
50786,270.64,Loja de Roupas - Vestuário,2021-05-22,195
50787,180.97,Loja de Roupas - Vestuário,2021-05-22,143
50788,302.37,Restaurante - Refeição,2021-05-22,198
50789,485.28,Restaurante - Refeição,2021-05-22,166
50790,288.84,Restaurante - Refeição,2021-05-22,9
50791,319.43,Livraria - Compra de livros,2021-05-22,217
50792,195.26,Supermercado - Compra de alimentos,2021-05-22,181
50793,123.21,Academia - Mensalidade,2021-05-22,67
50794,428.9,Supermercado - Compra de alimentos,2021-05-22,245
50795,323.22,Cinema - Ingresso,2021-05-22,122
50796,118.98,Loja de Roupas - Vestuário,2021-05-22,150
50797,448.21,Eletrônicos - Acessórios,2021-05-22,161
50798,129.62,Supermercado - Compra de alimentos,2021-05-22,14
50799,53.8,Eletrônicos - Acessórios,2021-05-22,38
50800,456.17,Loja de Roupas - Vestuário,2021-05-22,55
50801,425.38,Livraria - Compra de livros,2021-05-23,226
50802,114.6,Livraria - Compra de livros,2021-05-23,127
50803,257.26,E-commerce - Compra online,2021-05-23,132
50804,133.84,Restaurante - Refeição,2021-05-23,194
50805,462.76,Eletrônicos - Acessórios,2021-05-23,142
50806,111.61,Posto de Gasolina - Abastecimento,2021-05-23,221
50807,433.35,Farmácia - Medicamentos,2021-05-23,152
50808,286.98,Supermercado - Compra de alimentos,2021-05-23,127
50809,142.36,E-commerce - Compra online,2021-05-23,89
50810,447.34,Supermercado - Compra de alimentos,2021-05-23,35
50811,176.19,E-commerce - Compra online,2021-05-23,76
50812,304.99,Academia - Mensalidade,2021-05-23,20
50813,400.65,Farmácia - Medicamentos,2021-05-23,40
50814,185.18,Restaurante - Refeição,2021-05-23,233
50815,130.42,Livraria - Compra de livros,2021-05-23,57
50816,316.92,Posto de Gasolina - Abastecimento,2021-05-23,76
50817,39.35,Cinema - Ingresso,2021-05-23,160
50818,59.9,Farmácia - Medicamentos,2021-05-23,147
50819,477.56,E-commerce - Compra online,2021-05-23,179
50820,110.64,Supermercado - Compra de alimentos,2021-05-23,202
50821,24.46,Loja de Roupas - Vestuário,2021-05-23,137
50822,325.7,Eletrônicos - Acessórios,2021-05-23,208
50823,460.28,E-commerce - Compra online,2021-05-23,116
50824,30.42,Academia - Mensalidade,2021-05-23,90
50825,179.03,Loja de Roupas - Vestuário,2021-05-23,159
50826,352.85,Loja de Roupas - Vestuário,2021-05-23,36
50827,481.56,Posto de Gasolina - Abastecimento,2021-05-23,196
50828,385.0,Restaurante - Refeição,2021-05-23,183
50829,386.6,Restaurante - Refeição,2021-05-23,43
50830,337.96,Cinema - Ingresso,2021-05-23,197
50831,375.87,E-commerce - Compra online,2021-05-23,209
50832,156.42,Posto de Gasolina - Abastecimento,2021-05-23,209
50833,270.13,Livraria - Compra de livros,2021-05-23,111
50834,418.48,Posto de Gasolina - Abastecimento,2021-05-23,39
50835,210.87,Loja de Roupas - Vestuário,2021-05-23,96
50836,96.3,Academia - Mensalidade,2021-05-23,51
50837,74.94,Academia - Mensalidade,2021-05-23,132
50838,291.86,Loja de Roupas - Vestuário,2021-05-23,41
50839,400.61,Farmácia - Medicamentos,2021-05-23,165
50840,373.96,Academia - Mensalidade,2021-05-23,238
50841,57.44,Posto de Gasolina - Abastecimento,2021-05-23,93
50842,481.84,Posto de Gasolina - Abastecimento,2021-05-23,111
50843,103.69,Farmácia - Medicamentos,2021-05-23,140
50844,485.56,Loja de Roupas - Vestuário,2021-05-23,30
50845,446.62,Posto de Gasolina - Abastecimento,2021-05-23,70
50846,374.21,E-commerce - Compra online,2021-05-23,62
50847,377.73,Restaurante - Refeição,2021-05-23,144
50848,333.36,Supermercado - Compra de alimentos,2021-05-23,200
50849,270.01,E-commerce - Compra online,2021-05-23,223
50850,432.73,Loja de Roupas - Vestuário,2021-05-23,95
50851,465.12,Farmácia - Medicamentos,2021-05-23,56
50852,464.57,Loja de Roupas - Vestuário,2021-05-23,46
50853,329.9,Cinema - Ingresso,2021-05-23,196
50854,435.09,Farmácia - Medicamentos,2021-05-23,124
50855,455.21,Supermercado - Compra de alimentos,2021-05-23,31
50856,390.53,Restaurante - Refeição,2021-05-23,37
50857,456.02,E-commerce - Compra online,2021-05-23,149
50858,441.71,E-commerce - Compra online,2021-05-23,194
50859,59.96,Restaurante - Refeição,2021-05-23,132
50860,46.1,Supermercado - Compra de alimentos,2021-05-23,148
50861,12.42,Farmácia - Medicamentos,2021-05-23,238
50862,199.3,Eletrônicos - Acessórios,2021-05-23,187
50863,304.74,Cinema - Ingresso,2021-05-23,250
50864,305.65,Farmácia - Medicamentos,2021-05-23,65
50865,440.55,Farmácia - Medicamentos,2021-05-23,141
50866,355.59,Posto de Gasolina - Abastecimento,2021-05-23,133
50867,146.64,Farmácia - Medicamentos,2021-05-23,185
50868,245.04,Restaurante - Refeição,2021-05-23,132
50869,334.48,Academia - Mensalidade,2021-05-23,41
50870,439.09,Farmácia - Medicamentos,2021-05-23,82
50871,424.59,Posto de Gasolina - Abastecimento,2021-05-23,95
50872,39.27,E-commerce - Compra online,2021-05-23,184
50873,349.18,Loja de Roupas - Vestuário,2021-05-23,210
50874,97.94,Cinema - Ingresso,2021-05-23,16
50875,173.53,Eletrônicos - Acessórios,2021-05-23,67
50876,293.96,Eletrônicos - Acessórios,2021-05-23,87
50877,491.92,Restaurante - Refeição,2021-05-23,195
50878,152.93,Supermercado - Compra de alimentos,2021-05-23,122
50879,189.81,Livraria - Compra de livros,2021-05-23,25
50880,335.8,Livraria - Compra de livros,2021-05-23,116
50881,26.82,E-commerce - Compra online,2021-05-23,45
50882,263.09,Eletrônicos - Acessórios,2021-05-23,106
50883,366.79,Livraria - Compra de livros,2021-05-23,204
50884,279.66,Restaurante - Refeição,2021-05-23,141
50885,473.78,Posto de Gasolina - Abastecimento,2021-05-23,179
50886,213.4,Eletrônicos - Acessórios,2021-05-23,3
50887,246.68,Loja de Roupas - Vestuário,2021-05-23,237
50888,345.4,Livraria - Compra de livros,2021-05-23,7
50889,486.19,Restaurante - Refeição,2021-05-23,230
50890,354.34,Loja de Roupas - Vestuário,2021-05-23,147
50891,118.6,Supermercado - Compra de alimentos,2021-05-23,58
50892,264.3,Supermercado - Compra de alimentos,2021-05-23,165
50893,15.68,Posto de Gasolina - Abastecimento,2021-05-23,103
50894,318.92,Livraria - Compra de livros,2021-05-23,183
50895,190.11,Livraria - Compra de livros,2021-05-23,18
50896,117.6,Farmácia - Medicamentos,2021-05-23,39
50897,134.95,Supermercado - Compra de alimentos,2021-05-23,26
50898,438.32,Eletrônicos - Acessórios,2021-05-23,42
50899,435.76,Livraria - Compra de livros,2021-05-23,104
50900,88.42,Posto de Gasolina - Abastecimento,2021-05-23,154
50901,342.86,Supermercado - Compra de alimentos,2021-05-24,143
50902,189.86,Restaurante - Refeição,2021-05-24,185
50903,143.38,Supermercado - Compra de alimentos,2021-05-24,78
50904,406.59,Cinema - Ingresso,2021-05-24,226
50905,130.75,Posto de Gasolina - Abastecimento,2021-05-24,110
50906,121.6,Academia - Mensalidade,2021-05-24,125
50907,153.76,Farmácia - Medicamentos,2021-05-24,149
50908,69.62,Farmácia - Medicamentos,2021-05-24,13
50909,299.47,Academia - Mensalidade,2021-05-24,16
50910,362.69,Loja de Roupas - Vestuário,2021-05-24,52
50911,28.32,Supermercado - Compra de alimentos,2021-05-24,120
50912,56.82,Restaurante - Refeição,2021-05-24,50
50913,407.18,Academia - Mensalidade,2021-05-24,224
50914,320.49,Academia - Mensalidade,2021-05-24,166
50915,136.14,Farmácia - Medicamentos,2021-05-24,90
50916,44.97,Academia - Mensalidade,2021-05-24,194
50917,55.54,Farmácia - Medicamentos,2021-05-24,3
50918,39.46,Restaurante - Refeição,2021-05-24,243
50919,353.7,Supermercado - Compra de alimentos,2021-05-24,187
